"id","ref_order_code","ref_product_code","ref_product_brand","ref_product_name","ref_product_price","ref_product_color","ref_product_storage","product_type","deposit","finance","increase","increase_amount","commission_admin","finance_befor_tax","sales_tax","finance_amount","finance_cost","cost_report_rd","installment_amount","installment_number","finance_per_month","increase_per_month","sales_tax_per_month","installment_total","processing","detail_quantity","detail_amount","detail_status","mobile_imei","mobile_serial_no","created_by","created_at","updated_at","updated_by"
"235","REQ2511-00235","351044630049354","Apple","iPhone 13 128 Gb สีชมพู","12900","7","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","351044630049354","Y3GFJ7H5QL","nicha","2025-11-03 13:35:30","2025-11-03 13:36:57","nicha"
"236","REQ2511-00236","356616947362946","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","27900","28","256 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","356616947362946","C6M3Y3HD92","nicha","2025-11-04 16:07:32","2025-11-04 16:08:53","nicha"
"237","REQ2511-00237","351150161261571","Apple","iPhone 13 Pro 128 Gb สีทอง","16500","23","128 Gb","2","2500","14000","0.6","8400","1400","23800","1666","25466","15400","21420","2122.17","12","1283.33","700","138.83","25466","0","1","27966","1","351150161261571","็HLXFK0DM7L","nicha","2025-11-04 17:49:09","2025-11-04 17:50:16","nicha"
"238","REQ2511-00238","352528331249858","Apple","iPhone 13 128 Gb สีดำ","15000","5","128 Gb","1","2300","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","1925.11","12","1164.17","635","125.94","23101.3","0","1","25401.3","1","352528331249858","FQLPWCDJ67","nicha","2025-11-05 14:26:50","2025-11-05 14:29:12","nicha"
"239","REQ2511-00239","359056818813148","Apple","iPhone 14 Pro Max 128 Gb สีขาว","23900","4","128 Gb","2","3500","20400","0.6","12240","2040","34680","2427.6","37107.6","22440","31212","3092.3","12","1870","1020","202.3","37107.6","0","1","40607.6","1","359056818813148","PPW294XQJC","nicha","2025-11-06 13:13:03","2025-11-06 13:14:34","nicha"
"240","REQ2511-00240","350056837590015","Apple","iPhone 13 128 Gb สีชมพู","12900","7","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","350056837590015","H2XVJ643WV","nicha","2025-11-06 14:21:13","2025-11-06 14:23:10","nicha"
"241","REQ2511-00241","357370824524454","Apple","iPhone 15 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","27900","28","256 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","357370824524454","LJ26MC9XJN","nicha","2025-11-06 16:38:04","2025-11-06 16:39:22","nicha"
"242","REQ2511-00242","350719113858329","Apple","iPhone 15 Pro 256 Gb ไทเทเนียมธรรมชาติ","24900","28","256 Gb","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","350719113858329","D4V9GX7M3W","nicha","2025-11-08 13:47:09","2025-11-08 13:56:55","nicha"
"243","REQ2511-00243","350578809598874","Apple","iPhone 16 Pro 128 Gb ไทเทเนียมดำ","27900","31","128 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","350578809598874","CL9TH4DK40","nicha","2025-11-08 15:20:07","2025-11-08 15:21:04","nicha"
"244","REQ2511-00244","P01010501542-","Apple","Iphone 16 plus 128 Gb สีขาว","24900","4","5","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","357684132363409","C7WYX6CDH9","nicha","2025-11-10 14:41:36","2025-11-12 10:16:48","nicha"
"245","REQ2511-00245","351031655699312","Apple","iPhone 16 128 Gb เขียวอัลไพน์","21900","25","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","351031655699312","KJ9G3276QV","nicha","2025-11-11 16:07:49","2025-11-12 18:32:35","admins"
"246","REQ2511-00246","350521068631812","Apple","iPhone 13 128 Gb สีขาว","12900","4","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","350521068631812","FVTMJY33K6","nicha","2025-11-14 11:45:01","2025-11-14 11:46:38","nicha"
"247","REQ2511-00247","351421792218110","Apple","iPhone 14 128 Gb สีขาว","13900","4","128 Gb","2","2100","11800","0.6","7080","1180","20060","1404.2","21464.2","12980","18054","1788.68","12","1081.67","590","117.02","21464.2","0","1","23564.2","1","351421792218110","V09NX7M6RF","nicha","2025-11-14 12:20:34","2025-11-14 12:22:40","nicha"
"248","REQ2511-00248","352528338450038","Apple","iPhone 13 128 Gb สีขาว","15000","4","128 Gb","1","2300","12700","0.6","7620","1270","21590","1511.3","23101.3","13970","19431","1925.11","12","1164.17","635","125.94","23101.3","0","1","25401.3","1","352528338450038","MPYP6VQKPF","nicha","2025-11-14 13:02:34","2025-11-14 13:04:02","nicha"
"249","REQ2511-00249","352301455368015","Apple","iPhone 14 Pro Max 256 Gb สีขาว","23900","4","256 Gb","2","10000","13900","0.6","8340","1390","23630","1654.1","25284.1","15290","21267","2107.01","12","1274.17","695","137.84","25284.1","0","1","35284.1","1","352301455368015","PQRX67HXH4","nicha","2025-11-14 13:23:09","2025-11-14 13:24:39","nicha"
"250","REQ2511-00250","353103645787974","Apple","iPhone 13 Pro 128 Gb สีกราไฟต์","16500","13","128 Gb","2","2500","14000","0.6","8400","1400","23800","1666","25466","15400","21420","2122.17","12","1283.33","700","138.83","25466","0","1","27966","1","353103645787974","W2G60T7H52","nicha","2025-11-14 15:08:17","2025-11-14 15:11:24","nicha"
"251","REQ2511-00251","351143347414990","Apple","iPhone 12 Pro Max 128 Gb แปซิฟิกบลู","12900","24","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1982.71","10","1199","654","129.71","19827.1","0","1","21827.1","1","351143347414990","F2LG3HFR0D52","phanumas","2025-11-15 13:46:23","2025-11-15 13:46:52","phanumas"
"252","REQ2511-00252","350165056488494","Apple","iPhone 13 Pro 128 Gb สีขาว","16500","4","128 Gb","2","2500","14000","0.6","8400","1400","23800","1666","25466","15400","21420","2122.17","12","1283.33","700","138.83","25466","0","1","27966","1","350165056488494","P57V922159","phanumas","2025-11-15 16:44:50","2025-11-15 16:46:29","phanumas"
"253","REQ2511-00253","3505052075965601","Apple","iPhone 14 128 Gb สีขาว","13900","4","128 Gb","2","2100","11800","0.6","7080","1180","20060","1404.2","21464.2","12980","18054","1788.68","12","1081.67","590","117.02","21464.2","0","1","23564.2","1","3505052075965601","C7WYX6CDH9","taebcadmin","2025-11-16 14:24:20","2025-11-16 14:27:09","taebcadmin"
"254","REQ2511-00254","357261910961744","Apple","iPhone 15 128 Gb สีเขียว","17900","3","128 Gb","2","2700","15200","0.6","9120","1520","25840","1808.8","27648.8","16720","23256","2304.07","12","1393.33","760","150.73","27648.8","0","1","30348.8","1","357261910961744","CNX240XN37","taebcadmin","2025-11-16 16:56:57","2025-11-16 17:01:25","taebcadmin"
"255","REQ2511-00255","352355500562337","Apple","iPhone 13 128 Gb สีมิดไนท์","12900","27","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","352355500562337","GXF0YQFVH4","nicha","2025-11-16 18:47:00","2025-11-16 18:48:48","nicha"
"256","REQ2511-00256","351083737792599","Apple","iPhone 14 Pro 128 Gb สีขาว","19900","4","128 Gb","2","3000","16900","0.6","10140","1690","28730","2011.1","30741.1","18590","25857","2561.76","12","1549.17","845","167.59","30741.1","0","1","33741.1","1","351083737792599","KQT5WG75YO","phanumas","2025-11-17 14:40:11","2025-11-17 14:41:17","phanumas"
"257","REQ2511-00257","356311886470021","Apple","iPhone 16 Pro 128 Gb ทะเลทราย","27900","36","128 Gb","2","4200","23700","0.6","14220","2370","40290","2820.3","43110.3","26070","36261","3592.53","12","2172.5","1185","235.03","43110.3","0","1","47310.3","1","356311886470021","D251W2RHK0","nicha","2025-11-17 15:29:52","2025-11-17 15:31:54","nicha"
"258","REQ2511-00258","351614509638436","Apple","iPhone 16 128 Gb สีชมพู","21900","7","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","351614509638436","F06V3R9L9R","phanumas","2025-11-20 18:00:13","2025-11-20 18:02:13","phanumas"
"259","REQ2511-00259","357294184749826","Apple","iPhone 16 Pro Max 256 Gb ไทเทเนียมธรรมชาติ","35900","28","256 Gb","2","5400","30500","0.6","18300","3050","51850","3629.5","55479.5","33550","46665","4623.29","12","2795.83","1525","302.46","55479.5","0","1","60879.5","1","357294184749826","KXWN4V9M14","nicha","2025-11-21 14:17:39","2025-11-21 14:19:40","nicha"
"260","REQ2511-00260","350135176493187","Apple","iPhone 17 256 Gb สีขาว","31900","4","256 Gb","1","8000","23900","0.6","14340","2390","40630","2844.1","43474.1","26290","36567","3622.84","12","2190.83","1195","237.01","43474.1","0","1","51474.1","1","350135176493187","JCWXW0WXWL","nicha","2025-11-23 11:20:58","2025-11-23 12:20:24","nicha"
"261","REQ2511-00261","350944999113686","Apple","iPhone 15 128 Gb สีชมพู","17900","7","128 Gb","2","2700","15200","0.6","9120","1520","25840","1808.8","27648.8","16720","23256","2304.07","12","1393.33","760","150.73","27648.8","0","1","30348.8","1","350944999113686","KN2X4V3WWC","nicha","2025-11-23 16:34:43","2025-11-23 16:36:43","nicha"
"262","REQ2511-00262","353843247222850","Apple","iPhone 14 Pro Max 128 Gb สีม่วง","22900","1","128 Gb","2","3500","19400","0.6","11640","1940","32980","2308.6","35288.6","21340","29682","2940.72","12","1778.33","970","192.38","35288.6","0","1","38788.6","1","353843247222850","KVPQM6X97N","nicha","2025-11-24 10:44:30","2025-11-24 10:47:43","nicha"
"263","REQ2511-00263","357584543901518","Apple","iPhone 13 128 Gb สีมิดไนท์","12900","27","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","357584543901518","L0FWHQDQY5","phanumas","2025-11-24 10:59:15","2025-11-24 11:05:28","phanumas"
"264","REQ2511-00264","353669378331248","Apple","iPhone 16 128 Gb สีขาว","21900","4","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","353669378331248","LN6J7762R7","nicha","2025-11-24 13:27:30","2025-11-24 13:28:41","nicha"
"265","REQ2511-00265","352528338281813","Apple","iPhone 13 128 Gb สีขาว","15500","4","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","352528338281813","J2HD9RGHQV","taebcadmin","2025-11-25 12:06:32","2025-11-25 12:08:26","taebcadmin"
"266","REQ2511-00266","359529827516274","Apple","iPhone 15 Plus 128 Gb สีดำ","20900","5","128 Gb","2","5000","15900","0.6","9540","1590","27030","1892.1","28922.1","17490","24327","2410.18","12","1457.5","795","157.68","28922.1","0","1","33922.1","1","359529827516274","D41WHJGW50","taebcadmin","2025-11-25 14:03:32","2025-11-25 14:08:20","taebcadmin"
"267","REQ2511-00267","350257537071120","Apple","iPhone 13 128 Gb สีมิดไนท์","15500","27","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","350257537071120","M29Q042W3T","taebcadmin","2025-11-25 16:38:01","2025-11-25 16:39:19","taebcadmin"
"268","REQ2511-00268","350257537775936","Apple","iPhone 13 128 Gb สีมิดไนท์","15500","27","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","350257537775936","LDHCV64FF6","phanumas","2025-11-25 16:41:06","2025-11-25 16:41:45","phanumas"
"269","REQ2511-00269","358922379802807","Apple","Iphone 16 plus 128 Gb สีชมพู","24900","7","128 Gb","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","358922379802807","CNPFHLWP4Y","phanumas","2025-11-25 18:47:12","2025-11-25 18:52:08","phanumas"
"270","REQ2511-00270","353946312360867","Apple","iPhone 15 Pro 128 Gb สีไทเทเนียม","23900","14","128 Gb","2","3600","20300","0.6","12180","2030","34510","2415.7","36925.7","22330","31059","3077.14","12","1860.83","1015","201.31","36925.7","0","1","40525.7","1","353946312360867","K6Y6C7C6Q9","phanumas","2025-11-26 11:29:27","2025-11-26 11:38:42","phanumas"
"271","REQ2511-00271","357853689964311","Apple","iPhone 14 Pro Max 128 Gb สีดำ","22900","5","128 Gb","2","4500","18400","0.6","11040","1840","31280","2189.6","33469.6","20240","28152","2789.13","12","1686.67","920","182.47","33469.6","0","1","37969.6","1","357853689964311","F4QX11FCQK","taebcadmin","2025-11-26 12:55:48","2025-11-26 12:57:37","taebcadmin"
"272","REQ2511-00272","358165604536812","Apple","iPhone 14 Pro Max 128 Gb สีม่วง","22900","1","128 Gb","2","3500","19400","0.6","11640","1940","32980","2308.6","35288.6","21340","29682","2940.72","12","1778.33","970","192.38","35288.6","0","1","38788.6","1","358165604536812","J4VP9R0PQG","taebcadmin","2025-11-26 17:25:57","2025-11-26 17:30:25","taebcadmin"
"273","REQ2511-00273","357642812347761","Apple","iPhone 15 Plus 128 Gb สีชมพู","20900","7","128 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","357642812347761","FXVWWWHCRQ","nicha","2025-11-27 10:58:10","2025-11-27 11:02:25","nicha"
"274","REQ2511-00274","357473865250276","Apple","iPhone 16 128 Gb สีขาว","22900","4","128 Gb","2","3500","19400","0.6","11640","1940","32980","2308.6","35288.6","21340","29682","2940.72","12","1778.33","970","192.38","35288.6","0","1","38788.6","1","357473865250276","G7JK9QMYYX","nicha","2025-11-27 18:01:40","2025-11-27 18:03:26","nicha"
"275","REQ2511-00275","357507330776447","Apple","iPhone 16 Pro Max 256 Gb ไทเทเนียมดำ","35900","31","256 Gb","2","5400","30500","0.6","18300","3050","51850","3629.5","55479.5","33550","46665","4623.29","12","2795.83","1525","302.46","55479.5","0","1","60879.5","1","357507330776447","MXJ004KCJX","taebcadmin","2025-11-28 11:16:37","2025-11-28 11:17:51","taebcadmin"
"276","REQ2511-00276","359663607447473","Apple","iPhone 13 Pro 128 Gb สีกราไฟต์","16500","13","128 Gb","2","2500","14000","0.6","8400","1400","23800","1666","25466","15400","21420","2122.17","12","1283.33","700","138.83","25466","0","1","27966","1","359663607447473","VT4QYX3Y6N","nicha","2025-11-28 13:01:46","2025-11-28 13:03:05","nicha"
"277","REQ2511-00277","359760285723512","Apple","iPhone 15 Pro 128 Gb ไทเทเนียมขาว","23900","30","128 Gb","2","3600","20300","0.6","12180","2030","34510","2415.7","36925.7","22330","31059","3077.14","12","1860.83","1015","201.31","36925.7","0","1","40525.7","1","359760285723512","JQ04HN9NPR","phanumas","2025-11-28 13:44:15","2025-11-28 13:46:04","phanumas"
"278","REQ2511-00278","3536527339638333","Apple","iPhone 13 Pro Max 256 Gb สีเซียร์ร่าบลู","19500","10","256 Gb","2","3000","16500","0.6","9900","1650","28050","1963.5","30013.5","18150","25245","2501.13","12","1512.5","825","163.63","30013.5","0","1","33013.5","1","3536527339638333","CQ3XWYX31D","taebcadmin","2025-11-28 14:09:23","2025-11-28 14:11:37","taebcadmin"
"279","REQ2511-00279","359236737559275","Apple","iPhone 14 Pro Max 128 Gb สีม่วง","22900","1","128 Gb","2","3600","19300","0.6","11580","1930","32810","2296.7","35106.7","21230","29529","2925.56","12","1769.17","965","191.39","35106.7","0","1","38706.7","1","359236737559275","G06YY463JN","phanumas","2025-11-28 17:40:06","2025-11-28 17:47:21","phanumas"
"280","REQ2511-00280","352528339163820","Apple","iPhone 13 128 Gb สีขาว","15500","4","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","352528339163820","K203R60KQT","nicha","2025-11-29 14:30:04","2025-11-29 14:31:41","nicha"
"281","REQ2511-00281","352528331156988","Apple","iPhone 13 128 Gb สีดำ","15500","5","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","352528331156988","KJ47F41XW1","taebcadmin","2025-11-29 18:07:20","2025-11-29 18:08:52","taebcadmin"
"282","REQ2511-00282","351613322700498","Apple","iPhone 16 Pro Max 256 Gb ทะเลทราย","35900","36","256 Gb","2","5400","30500","0.6","18300","3050","51850","3629.5","55479.5","33550","46665","4623.29","12","2795.83","1525","302.46","55479.5","0","1","60879.5","1","351613322700498","GKYV4WFXFN","nicha","2025-11-30 10:45:16","2025-11-30 10:46:06","nicha"
"283","REQ2511-00283","35564818143652","Apple","Iphone 16 plus 128 Gb สีเขียว","24900","3","128 Gb","2","3800","21100","0.6","12660","2110","35870","2510.9","38380.9","23210","32283","3198.41","12","1934.17","1055","209.24","38380.9","0","1","42180.9","1","35564818143652","JH7Q34M61Q","taebcadmin","2025-11-30 15:01:54","2025-11-30 15:04:17","taebcadmin"
"284","REQ2511-00284","351955440675486","Apple","iPhone 14 128 Gb สีม่วงเข้ม","13900","34","128 Gb","2","2100","11800","0.6","7080","1180","20060","1404.2","21464.2","12980","18054","1788.68","12","1081.67","590","117.02","21464.2","0","1","23564.2","1","351955440675486","NHXTNW73N4","phanumas","2025-11-30 15:47:10","2025-11-30 15:48:16","phanumas"
"285","REQ2512-00285","356303744416544","Apple","iPhone 16 128 Gb สีขาว","21900","4","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","356303744416544","D7006G47RH","nicha","2025-12-01 11:11:50","2025-12-01 11:12:53","nicha"
"286","REQ2512-00286","359666223431987","Apple","iPhone 14 Pro 128 Gb สีดำ","19900","5","128 Gb","2","3000","16900","0.6","10140","1690","28730","2011.1","30741.1","18590","25857","2561.76","12","1549.17","845","167.59","30741.1","0","1","33741.1","1","359666223431987","FNYX4LX6D4","nicha","2025-12-01 13:11:27","2025-12-01 13:14:08","nicha"
"287","REQ2512-00287","350060003068855","Apple","iPhone 14 Pro 128 Gb สีขาว","19900","4","128 Gb","2","3000","16900","0.6","10140","1690","28730","2011.1","30741.1","18590","25857","2561.76","12","1549.17","845","167.59","30741.1","0","1","33741.1","1","350060003068855","MY94YWP41Y","phanumas","2025-12-01 16:53:42","2025-12-01 16:54:18","phanumas"
"288","REQ2512-00288","350110760548472","Apple","iPhone 15 Plus 128 Gb สีฟ้า","20900","17","128 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","350110760548472","HJ9V94V3R7","nicha","2025-12-02 16:46:11","2025-12-02 16:47:16","nicha"
"289","REQ2512-00289","351321806018193","Apple","iPhone 15 128 Gb สีชมพู","17900","7","128 Gb","2","2700","15200","0.6","9120","1520","25840","1808.8","27648.8","16720","23256","2304.07","12","1393.33","760","150.73","27648.8","0","1","30348.8","1","351321806018193","้้H47MM9GPYW","taebcadmin","2025-12-02 17:17:43","2025-12-02 17:19:56","taebcadmin"
"290","REQ2512-00290","351682950015743","Apple","iPhone 15 Plus 128 Gb สีชมพู","20900","7","128 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","351682950015743","K72VKHQLPX","nicha","2025-12-02 18:14:59","2025-12-02 18:16:20","nicha"
"291","REQ2512-00291","353930983695769","Apple","iPhone 13 128 Gb สีขาว","15500","4","128 Gb","1","2400","13100","0.6","7860","1310","22270","1558.9","23828.9","14410","20043","1985.74","12","1200.83","655","129.91","23828.9","0","1","26228.9","1","353930983695769","G3JPJ9JJMH","nicha","2025-12-03 14:13:58","2025-12-03 14:15:15","nicha"
"292","REQ2512-00292","357684132805862","Apple","Iphone 16 plus 128 Gb สีดำ","25900","5","128 Gb","1","3900","22000","0.6","13200","2200","37400","2618","40018","24200","33660","3334.83","12","2016.67","1100","218.17","40018","0","1","43918","1","357684132805862","DCW3JX02KK","taebcadmin","2025-12-04 14:21:49","2025-12-04 14:23:28","taebcadmin"
"293","REQ2512-00293","350078580076455","Apple","iPhone 13 128 Gb สีขาว","12900","4","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","350078580076455","HK3MQWYLF6","nicha","2025-12-05 11:00:44","2025-12-05 11:02:37","nicha"
"294","REQ2512-00294","351128296679503","Apple","iPhone 16 128 Gb สีดำ","21900","5","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","351128296679503","GP3KD7P9XJ","nicha","2025-12-05 14:59:43","2025-12-05 15:01:35","nicha"
"295","REQ2512-00295","356408840889518","Apple","iPhone 15 128 Gb สีชมพู","18900","7","128 Gb","2","2900","16000","0.6","9600","1600","27200","1904","29104","17600","24480","2425.33","12","1466.67","800","158.67","29104","0","1","32004","1","356408840889518","GX7HVW0K0H","nicha","2025-12-06 11:07:22","2025-12-06 12:51:02","nicha"
"296","REQ2512-00296","350343686482993","Apple","iPhone 16 128 Gb สีฟ้า","21900","17","128 Gb","2","3300","18600","0.6","11160","1860","31620","2213.4","33833.4","20460","28458","2819.45","12","1705","930","184.45","33833.4","0","1","37133.4","1","350343686482993","MF9XQFQG44","phanumas","2025-12-08 10:47:52","2025-12-08 10:53:29","phanumas"
"297","REQ2512-00297","359666223120572","Apple","iPhone 14 Pro 128 Gb สีดำ","19900","5","128 Gb","2","4000","15900","0.6","9540","1590","27030","1892.1","28922.1","17490","24327","2410.18","12","1457.5","795","157.68","28922.1","0","1","32922.1","1","359666223120572","NVMP20T0X3","taebcadmin","2025-12-09 15:23:06","2025-12-09 15:24:49","taebcadmin"
"298","REQ2512-00298","358611740841368","Apple","iPhone 12 Pro 128 Gb สีขาว","11900","4","128 Gb","2","1800","10100","0.6","6060","1010","17170","1201.9","18371.9","11110","15453","1837.19","10","1111","606","120.19","18371.9","0","1","20171.9","1","358611740841368","G6TDW1JE0D8Y","phanumas","2025-12-12 16:22:11","2025-12-12 16:28:11","phanumas"
"299","REQ2512-00299","351812478746582","Apple","iPhone 16 128 Gb สีดำ","22900","5","128 Gb","2","3500","19400","0.6","11640","1940","32980","2308.6","35288.6","21340","29682","2940.72","12","1778.33","970","192.38","35288.6","0","1","38788.6","1","351812478746582","HQL7TQP4KN","nicha","2025-12-12 17:10:45","2025-12-12 17:12:51","nicha"
"300","REQ2512-00300","354451589414892","Apple","iPhone 15 128 Gb สีดำ","18900","5","128 Gb","2","2900","16000","0.6","9600","1600","27200","1904","29104","17600","24480","2425.33","12","1466.67","800","158.67","29104","0","1","32004","1","354451589414892","FH7943741M","nicha","2025-12-12 18:05:03","2025-12-12 18:06:39","nicha"
"301","REQ2512-00301","356727115714360","Apple","iPhone 12 Pro Max 256 Gb สีกราไฟต์","13990","13","256 Gb","2","2100","11890","0.6","7134","1189","20213","1414.91","21627.91","13079","18191.7","2162.79","10","1307.9","713.4","141.49","21627.91","0","1","23727.91","1","356727115714360","356727115714360","taebcadmin","2025-12-13 14:29:19","2025-12-13 14:31:04","taebcadmin"
"302","REQ2512-00302","351218528998787","Apple","Iphone 16 plus 128 Gb บลู","24900","33","128 Gb","2","3900","21000","0.6","12600","2100","35700","2499","38199","23100","32130","3183.25","12","1925","1050","208.25","38199","0","1","42099","1","351218528998787","F0WMD6G4MR","phanumas","2025-12-13 15:59:02","2025-12-13 16:00:50","phanumas"
"303","REQ2512-00303","359456495367519","Apple","iPhone 13 Pro Max 128 Gb สีดำ","16900","5","128 Gb","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","359456495367519","V5MVDYD4JM","nicha","2025-12-13 18:31:18","2025-12-13 18:33:07","nicha"
"304","REQ2512-00304","353930985920579","Apple","iPhone 13 128 Gb สีขาว","14900","4","128 Gb","1","2300","12600","0.6","7560","1260","21420","1499.4","22919.4","13860","19278","1909.95","12","1155","630","124.95","22919.4","0","1","25219.4","1","353930985920579","G7TNWHG9YM","nicha","2025-12-14 10:51:53","2025-12-14 10:54:02","nicha"
"305","REQ2512-00305","356300796174500","Apple","iPhone 14 Plus 128 Gb สีขาว","17900","4","128 Gb","2","2700","15200","0.6","9120","1520","25840","1808.8","27648.8","16720","23256","2304.07","12","1393.33","760","150.73","27648.8","0","1","30348.8","1","356300796174500","L3WG7470VQ","nicha","2025-12-14 15:30:56","2025-12-14 15:32:20","nicha"
"306","REQ2512-00306","355154919912614","Apple","iPhone 17 256 Gb สีดำ","29900","5","256 Gb","1","24000","5900","0.54","3186","590","9676","677.32","10353.32","6490","8708.4","1725.55","6","1081.67","531","112.89","10353.32","0","1","34353.32","1","355154919912614","F9LP9XWK92","nicha","2025-12-14 16:58:59","2025-12-14 17:00:26","nicha"
"307","REQ2512-00307","356845459402614","Apple","iPhone 13 128 Gb สีมิดไนท์","12900","27","128 Gb","2","2000","10900","0.6","6540","1090","18530","1297.1","19827.1","11990","16677","1652.26","12","999.17","545","108.09","19827.1","0","1","21827.1","1","356845459402614","FGYFC4KKFG","nicha","2025-12-15 11:33:14","2025-12-15 11:36:11","nicha"
"308","REQ2512-00308","356408844046933","Apple","iPhone 15 128 Gb สีดำ","19500","5","128 Gb","2","2900","16600","0.6","9960","1660","28220","1975.4","30195.4","18260","25398","2516.28","12","1521.67","830","164.62","30195.4","0","1","33095.4","1","356408844046933","G5CY532MPW","nicha","2025-12-15 14:17:26","2025-12-15 14:18:28","nicha"
"309","REQ2512-00309","352775627555254","Apple","iPhone 15 Plus 128 Gb สีชมพู","20900","7","128 Gb","2","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","352775627555254","T22DKQXLFW","taebcadmin","2025-12-15 17:14:14","2025-12-15 17:15:45","taebcadmin"
"310","REQ2512-00310","353324655671029","Apple","iPhone 13 Pro Max 128 Gb สีทอง","16900","23","128 Gb","2","2600","14300","0.6","8580","1430","24310","1701.7","26011.7","15730","21879","2167.64","12","1310.83","715","141.81","26011.7","0","1","28611.7","1","353324655671029","HN2WV6R6VW","nicha","2025-12-15 17:29:41","2025-12-15 17:32:12","nicha"
"311","REQ2512-00311","359936836532293","Apple","iPhone 15 128 Gb สีชมพู","20900","7","128 Gb","1","3200","17700","0.6","10620","1770","30090","2106.3","32196.3","19470","27081","2683.03","12","1622.5","885","175.53","32196.3","0","1","35396.3","1","359936836532293","J4DQ0V7GMH","nicha","2025-12-15 18:15:21","2025-12-15 18:16:40","nicha"
